"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"23 Jan 2019";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"FLEXOS";"BE0003885051";"FLEX";"Euronext Access Brussels";"EUR";"1.59";"1.59";"1.59";"1.59";"21/01/2019 16:30";"CET";"10";"15.90"
"FLORIDIENNE";"BE0003215143";"FLOB";"Euronext Brussels";"EUR";"175.00";"175.00";"175.00";"175.00";"21/01/2019 11:30";"CET";"15";"2625.00"
"FLOW TRADERS";"NL0011279492";"FLOW";"Euronext Amsterdam";"EUR";"28.84";"29.38";"28.72";"29.22";"22/01/2019 17:35";"CET";"113978";"3324491.44"
"FLUXYS BELGIUM D";"BE0974265945";"FLUX";"Euronext Brussels";"EUR";"25.50";"25.50";"25.30";"25.30";"22/01/2019 16:57";"CET";"1000";"25422.20"
"FNAC DARTY";"FR0011476928";"FNAC";"Euronext Paris";"EUR";"63.20";"65.50";"62.65";"62.80";"22/01/2019 17:37";"CET";"65570";"4171659.65"
"FNG NV";"BE0974332646";"FNG";"Euronext Brussels, Amsterdam";"EUR";"19.40";"19.80";"19.00";"19.00";"21/01/2019 12:44";"CET";"357";"6987.80"
"FOCUS HOME INT";"FR0012419307";"ALFOC";"Euronext Growth Paris";"EUR";"25.60";"26.30";"25.60";"25.80";"22/01/2019 16:51";"CET";"3348";"87358.40"
"FONC ATLAND BSA";"FR0012951028";"FATBS";"Euronext Paris";"EUR";"1.92";"1.92";"1.92";"1.92";"23/11/2018 14:19";"CET";"10";"19.20"
"FONC. PARIS NORD";"FR0011277391";"FPN";"Euronext Paris";"EUR";"0.0326";"0.0326";"0.0306";"0.032";"22/01/2019 17:35";"CET";"210790";"6556.33"
"FONC. VOLTA NV19";"FR0013391828";"SPENV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FONCIERE 7 INVEST";"FR0000065930";"LEBL";"Euronext Paris";"EUR";"1.80";"1.80";"1.80";"1.80";"21/01/2019 16:30";"CET";"255";"459.00"
"FONCIERE ATLAND";"FR0000064362";"FATL";"Euronext Paris";"EUR";"112.00";"112.00";"112.00";"112.00";"22/01/2019 09:00";"CET";"1";"112.00"
"FONCIERE EURIS";"FR0000038499";"EURS";"Euronext Paris";"EUR";"29.40";"29.40";"29.40";"29.40";"22/01/2019 16:30";"CET";"904";"26577.60"
"FONCIERE INEA";"FR0010341032";"INEA";"Euronext Paris";"EUR";"39.60";"39.70";"38.80";"38.90";"22/01/2019 17:08";"CET";"691";"27034.40"
"FONCIERE LYONNAISE";"FR0000033409";"FLY";"Euronext Paris";"EUR";"61.00";"62.80";"60.80";"62.80";"22/01/2019 17:35";"CET";"2582";"159168.20"
"FONCIERE VINDI";"FR0011605617";"MLVIN";"Euronext Access Paris";"EUR";"0.91";"0.91";"0.91";"0.91";"20/11/2018 11:30";"CET";"100";"91.00"
"FONCIERE VOLTA";"FR0000053944";"SPEL";"Euronext Paris";"EUR";"3.98";"3.98";"3.98";"3.98";"04/01/2019 11:30";"CET";"304";"1209.92"
"FOOT LOCKER";"US3448491049";"FOOTL";"Traded not listed Brussels";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FORESTIERE EQUAT.";"CI0000053161";"FORE";"Euronext Paris";"EUR";"750.00";"750.00";"750.00";"750.00";"28/06/2018 16:30";"CET";"85";"63750.00"
"FORFARMERS";"NL0011832811";"FFARM";"Euronext Amsterdam";"EUR";"8.30";"8.40";"8.24";"8.31";"22/01/2019 17:35";"CET";"26937";"224194.69"
"FOUNTAIN";"BE0003752665";"FOU";"Euronext Brussels";"EUR";"1.00";"1.00";"1.00";"1.00";"22/01/2019 16:33";"CET";"1327";"1327.00"
"FOUNTAINE PAJOT";"FR0010485268";"ALFPC";"Euronext Growth Paris";"EUR";"111.00";"113.00";"111.00";"113.00";"22/01/2019 17:15";"CET";"1060";"119243.00"
"FRANCAISE ENERGIE";"FR0013030152";"LFDE";"Euronext Paris";"EUR";"12.80";"12.85";"12.80";"12.80";"22/01/2019 17:16";"CET";"1259";"16176.10"
"FRANCE TOURISME";"FR0010823724";"MLFTI";"Euronext Access Paris";"EUR";"0.032";"0.032";"0.032";"0.032";"17/01/2019 16:30";"CET";"348";"11.14"
"FREELANCE.COM";"FR0004187367";"ALFRE";"Euronext Growth Paris";"EUR";"1.76";"1.76";"1.76";"1.76";"22/01/2019 11:30";"CET";"1";"1.76"
"FREY";"FR0010588079";"FREY";"Euronext Paris";"EUR";"27.60";"28.00";"27.60";"28.00";"22/01/2019 16:30";"CET";"207";"5785.60"
"FROMAGERIES BEL";"FR0000121857";"FBEL";"Euronext Paris";"EUR";"342.00";"342.00";"322.00";"322.00";"22/01/2019 16:30";"CET";"14";"4548.00"
"FUGRO";"NL0000352565";"FUR";"Euronext Amsterdam";"EUR";"9.004";"9.086";"8.814";"8.876";"22/01/2019 17:35";"CET";"617275";"5517293.17"
"FUT.CLUBE PORTO";"PTFCP0AM0008";"FCP";"Euronext Lisbon";"EUR";"0.73";"0.73";"0.70";"0.70";"21/01/2019 21:32";"BST";"11249";"8065.40"
"FUTUREN";"FR0011284991";"FTRN";"Euronext Paris";"EUR";"1.14";"1.14";"1.13";"1.13";"22/01/2019 17:35";"CET";"602";"680.57"
"G.A.I.";"FR0000053415";"MLGAI";"Euronext Access Paris";"EUR";"80.00";"80.00";"80.00";"80.00";"21/11/2018 14:47";"CET";"1287";"102960.00"
"GALAPAGOS";"BE0003818359";"GLPG";"Euronext Amsterdam, Brussels";"EUR";"93.26";"93.56";"91.04";"91.82";"22/01/2019 17:35";"CET";"293203";"27079785.58"
"GALEO";"FR0011100759";"MLGAL";"Euronext Access Paris";"EUR";"0.93";"0.93";"0.93";"0.93";"21/01/2019 11:30";"CET";"17";"15.81"
"GALIMMO";"FR0000030611";"GALIM";"Euronext Paris";"EUR";"24.60";"24.60";"24.60";"24.60";"22/01/2019 11:30";"CET";"1";"24.60"
"GALLOO ILE DE FCE";"FR0000077232";"MLGRD";"Euronext Access Paris";"EUR";"9.94";"9.94";"9.94";"9.94";"27/12/2016 15:00";"CET";"3";"29.82"
"GALP ENERGIA-NOM";"PTGAL0AM0009";"GALP";"Euronext Lisbon";"EUR";"14.235";"14.44";"14.065";"14.145";"22/01/2019 22:35";"BST";"1741070";"24669028.11"
"GASCOGNE";"FR0000124414";"ALBI";"Euronext Growth Paris";"EUR";"3.48";"3.50";"3.48";"3.50";"22/01/2019 14:35";"CET";"1838";"6428.28"
"GAUMONT";"FR0000034894";"GAM";"Euronext Paris";"EUR";"118.00";"118.00";"117.00";"117.50";"22/01/2019 17:35";"CET";"246";"28821.50"
"GAUSSIN";"FR0010342329";"ALGAU";"Euronext Growth Paris";"EUR";"0.286";"0.2895";"0.275";"0.283";"22/01/2019 17:35";"CET";"978373";"274113.32"
"GAUSSIN BSAR";"FR0011462803";"GAUBS";"Euronext Growth Paris";"EUR";"0.234";"0.234";"0.234";"0.234";"18/01/2019 17:09";"CET";"500";"117.00"
"GBL";"BE0003797140";"GBLB";"Euronext Brussels";"EUR";"81.02";"81.76";"81.00";"81.30";"22/01/2019 17:35";"CET";"131021";"10655985.04"
"GDS MOULINS STRAS.";"FR0000064180";"GDMS";"Euronext Paris";"EUR";"645.00";"645.00";"645.00";"645.00";"21/08/2018 11:30";"CET";"5";"3225.00"
"GEA GRENOBL.ELECT.";"FR0000053035";"GEA";"Euronext Paris";"EUR";"86.80";"86.80";"85.60";"85.60";"22/01/2019 10:54";"CET";"278";"23835.80"
"GECI INTL";"FR0000079634";"GECP";"Euronext Paris";"EUR";"0.111";"0.1135";"0.1085";"0.1085";"22/01/2019 17:35";"CET";"384878";"42499.47"
"GECI INTL BSAR A";"FR0013266764";"GECBT";"Euronext Paris";"EUR";"0.0116";"0.0116";"0.0116";"0.0116";"22/01/2019 11:22";"CET";"970";"11.25"
"GECINA NOM.";"FR0010040865";"GFC";"Euronext Paris";"EUR";"120.70";"121.60";"119.60";"119.60";"22/01/2019 17:38";"CET";"99997";"12018950.10"
"GEMALTO";"NL0000400653";"GTO";"Euronext Amsterdam, Paris";"EUR";"50.70";"50.70";"50.66";"50.68";"22/01/2019 17:35";"CET";"163780";"8302173.48"
"GENERAL ELECTRIC";"US3696041033";"GNE";"Euronext Paris";"EUR";"8.01";"8.04";"7.64";"7.69";"22/01/2019 17:29";"CET";"22771";"179138.83"
"GENERIX GROUP FCE";"FR0010501692";"GENX";"Euronext Paris";"EUR";"3.48";"3.52";"3.47";"3.50";"22/01/2019 14:57";"CET";"27917";"97193.98"
"GENEURO";"CH0308403085";"GNRO";"Euronext Paris";"EUR";"3.18";"3.19";"2.90";"2.90";"22/01/2019 17:35";"CET";"11639";"35463.22"
"GENFIT";"FR0004163111";"GNFT";"Euronext Paris";"EUR";"17.98";"18.32";"17.62";"17.79";"22/01/2019 17:35";"CET";"75315";"1348359.51"
"GENK LOGIST. CERT";"BE0003740546";"GENK";"Euronext Brussels";"EUR";"48.55";"48.55";"48.55";"48.55";"22/01/2019 11:30";"CET";"2";"97.10"
"GENKYOTEX";"FR0011790542";"GKTX";"Euronext Paris, Brussels";"EUR";"1.09";"1.09";"1.02";"1.02";"22/01/2019 17:29";"CET";"152952";"159858.73"
"GENOMIC VISION";"FR0011799907";"GV";"Euronext Paris";"EUR";"0.31";"0.315";"0.296";"0.312";"22/01/2019 17:29";"CET";"264721";"81076.66"
"GENOWAY";"FR0004053510";"ALGEN";"Euronext Growth Paris";"EUR";"2.39";"2.39";"2.28";"2.32";"22/01/2019 17:20";"CET";"16684";"38802.07"
"GENSIGHT BIOLOGICS";"FR0013183985";"SIGHT";"Euronext Paris";"EUR";"2.88";"2.98";"2.70";"2.80";"22/01/2019 17:35";"CET";"222238";"629121.84"
"GENTLEMENS EQUITY";"PTGVE1AE0009";"MLGEQ";"Euronext Access Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"17/01/2019 11:30";"CET";"100";"3.00"
"GETLINK SE";"FR0010533075";"GET";"Euronext Paris, London";"EUR";"12.395";"12.57";"12.365";"12.40";"22/01/2019 17:35";"CET";"650278";"8084776.75"
"GEVELOT";"FR0000033888";"ALGEV";"Euronext Growth Paris";"EUR";"174.00";"174.00";"174.00";"174.00";"22/01/2019 16:30";"CET";"33";"5742.00"
"GIMV";"BE0003699130";"GIMB";"Euronext Brussels";"EUR";"48.25";"48.40";"48.20";"48.35";"22/01/2019 17:35";"CET";"9123";"440391.95"
"GL EVENTS";"FR0000066672";"GLO";"Euronext Paris";"EUR";"18.02";"18.02";"17.48";"17.56";"22/01/2019 17:35";"CET";"8005";"141247.48"
"GLINTT";"PTPAD0AM0007";"GLINT";"Euronext Lisbon";"EUR";"0.187";"0.187";"0.185";"0.185";"21/01/2019 20:47";"BST";"731";"135.25"
"GLOBAL BIOENERGIES";"FR0011052257";"ALGBE";"Euronext Growth Paris";"EUR";"7.00";"7.00";"6.58";"6.80";"22/01/2019 17:35";"CET";"11263";"77470.13"
"GLOBAL ECOPOWER";"FR0011289198";"ALGEP";"Euronext Growth Paris";"EUR";"1.82";"1.84";"1.74";"1.745";"22/01/2019 17:13";"CET";"16414";"29383.08"
"GLOBAL GRAPHICS";"GB00BYN5BY03";"GLOG";"Euronext Brussels";"EUR";"4.23";"4.25";"4.22";"4.22";"22/01/2019 15:54";"CET";"6854";"28932.93"
"GLOBAL HEALTH GR.";"CH0121668229";"MLIFE";"Euronext Access Paris";"EUR";"0.478";"0.478";"0.478";"0.478";"24/12/2018 11:30";"CET";"114";"54.49"
"GOLD BY GOLD";"FR0011208693";"ALGLD";"Euronext Growth Paris";"EUR";"1.11";"1.11";"1.11";"1.11";"17/01/2019 11:30";"CET";"100";"111.00"
"GOUR MEDICAL";"CH0342399851";"MLGML";"Euronext Access Paris";"EUR";"1.27";"1.27";"1.24";"1.24";"18/01/2019 17:19";"CET";"1117";"1406.08"
"GPE GROUP PIZZORNO";"FR0010214064";"GPE";"Euronext Paris";"EUR";"14.70";"14.70";"14.70";"14.70";"22/01/2019 09:00";"CET";"1";"14.70"
"GPE PAROT (AUTO)";"FR0013204070";"ALPAR";"Euronext Growth Paris";"EUR";"5.26";"5.40";"5.26";"5.40";"22/01/2019 17:35";"CET";"1001";"5389.26"
"GRAINES VOLTZ";"FR0000065971";"GRVO";"Euronext Paris";"EUR";"36.00";"36.00";"36.00";"36.00";"22/01/2019 16:30";"CET";"20";"720.00"
"GRANDVISION";"NL0010937066";"GVNV";"Euronext Amsterdam";"EUR";"18.10";"19.62";"18.01";"19.30";"22/01/2019 17:35";"CET";"231078";"4416402.20"
"GRECEMAR";"FR0012991040";"MLCMG";"Euronext Access Paris";"EUR";"4.52";"4.80";"4.52";"4.80";"26/11/2018 16:30";"CET";"15";"69.20"
"GREEN ENERGY GE4S";"BE0948833760";"MLGES";"Euronext Access Paris";"EUR";"2.90";"2.90";"2.90";"2.90";"02/01/2019 11:30";"CET";"80";"232.00"
"GREENYARD";"BE0003765790";"GREEN";"Euronext Brussels";"EUR";"7.72";"7.72";"7.55";"7.66";"22/01/2019 17:35";"CET";"7335";"55888.06"
"GROUPE CARNIVOR";"FR0000076960";"MLGRC";"Euronext Access Paris";"EUR";"15.50";"15.50";"15.50";"15.50";"07/01/2019 16:30";"CET";"10";"155.00"
"GROUPE CRIT";"FR0000036675";"CEN";"Euronext Paris";"EUR";"52.80";"53.80";"52.80";"52.90";"22/01/2019 17:35";"CET";"4445";"236613.40"
"GROUPE FLO";"FR0004076891";"FLO";"Euronext Paris";"EUR";"0.208";"0.21";"0.208";"0.21";"22/01/2019 10:59";"CET";"20980";"4393.61"
"GROUPE GORGE";"FR0000062671";"GOE";"Euronext Paris";"EUR";"10.14";"10.14";"9.92";"9.92";"22/01/2019 17:29";"CET";"2000";"20019.10"
"GROUPE GUILLIN";"FR0012819381";"ALGIL";"Euronext Growth Paris";"EUR";"20.90";"20.90";"19.96";"20.25";"22/01/2019 17:35";"CET";"9580";"193767.38"
"GROUPE IRD";"FR0000124232";"IRD";"Euronext Paris";"EUR";"24.20";"24.60";"24.20";"24.60";"22/01/2019 16:29";"CET";"65";"1593.00"
"GROUPE JAJ";"FR0004010338";"GJAJ";"Euronext Paris";"EUR";"1.45";"1.45";"1.45";"1.45";"10/01/2019 11:30";"CET";"381";"552.45"
"GROUPE LDLC";"FR0000075442";"LDL";"Euronext Paris";"EUR";"7.29";"7.29";"6.90";"7.01";"22/01/2019 17:26";"CET";"14023";"98651.91"
"GROUPE OPEN";"FR0004050300";"OPN";"Euronext Paris";"EUR";"16.64";"17.90";"15.94";"17.70";"22/01/2019 17:36";"CET";"46755";"774164.10"
"GROUPE PARTOUCHE";"FR0012612646";"PARP";"Euronext Paris";"EUR";"19.65";"21.20";"19.65";"21.00";"22/01/2019 16:59";"CET";"2489";"50524.40"
"GROUPE PLUS-VALUES";"FR0010529719";"MLPVG";"Euronext Access Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"18/03/2013 15:00";"CET";"20000";"200.00"
"GROUPE SFPI";"FR0004155000";"SFPI";"Euronext Paris";"EUR";"2.44";"2.48";"2.41";"2.46";"22/01/2019 17:05";"CET";"144052";"351169.92"
"GROUPIMO";"FR0013297488";"ALIMO";"Euronext Growth Paris";"EUR";"0.06";"0.06";"0.06";"0.06";"17/01/2019 11:30";"CET";"1000";"60.00"
"GROWNERS";"BE0003861789";"GROWN";"Euronext Access Brussels";"EUR";"2.98";"2.98";"2.98";"2.98";"11/01/2019 11:30";"CET";"800";"2384.00"
"GT BIOPHARMA INC";"US36254L1008";"GTBP";"Euronext Paris";"EUR";"1.03";"1.03";"1.03";"1.03";"04/12/2018 16:30";"CET";"1";"1.03"
"GTT";"FR0011726835";"GTT";"Euronext Paris";"EUR";"71.45";"72.50";"70.70";"72.45";"22/01/2019 17:35";"CET";"94727";"6784442.40"
"GUANDAO PUER INVES";"LU1840650458";"MLGDI";"Euronext Access Paris";"EUR";"2.49";"2.49";"2.49";"2.49";"13/12/2018 16:30";"CET";"200";"498.00"
"GUERBET";"FR0000032526";"GBT";"Euronext Paris";"EUR";"53.50";"54.00";"52.70";"53.70";"22/01/2019 17:35";"CET";"2711";"144369.90"
"GUERBET NV19";"FR0013383130";"GBTNV";"Euronext Paris";"EUR";"51.70";"52.20";"51.70";"52.20";"21/01/2019 16:30";"CET";"110";"5692.00"
"GUILLEMOT";"FR0000066722";"GUI";"Euronext Paris";"EUR";"3.88";"4.08";"3.88";"4.00";"22/01/2019 17:35";"CET";"21060";"84226.10"
"GUY DEGRENNE";"FR0004035061";"GUYD";"Euronext Paris";"EUR";"0.226";"0.23";"0.226";"0.23";"22/01/2019 16:30";"CET";"24592";"5560.80"
"H2O INNOVATION INC";"CA4433003064";"ALHEO";"Euronext Growth Paris";"EUR";"0.61";"0.61";"0.61";"0.61";"14/01/2019 14:04";"CET";"80";"48.80"
"HAL TRUST";"BMG455841020";"HAL";"Euronext Amsterdam";"EUR";"135.00";"137.00";"134.40";"135.20";"22/01/2019 17:35";"CET";"8298";"1129168.60"
"HAMON";"BE0003700144";"HAMO";"Euronext Brussels";"EUR";"0.32";"0.338";"0.312";"0.32";"22/01/2019 17:29";"CET";"29945";"9626.72"
"HARVEST";"FR0010207795";"ALHVS";"Euronext Growth Paris";"EUR";"85.50";"85.50";"85.50";"85.50";"21/01/2019 13:49";"CET";"110";"9405.00"
"HAULOTTE GROUP";"FR0000066755";"PIG";"Euronext Paris";"EUR";"8.93";"8.99";"8.87";"8.87";"22/01/2019 17:35";"CET";"9645";"86117.95"
"HeadFirst Source G";"CWN814651014";"HFS";"Euronext Amsterdam";"EUR";"0.258";"0.26";"0.25";"0.25";"22/01/2019 11:57";"CET";"13950";"3572.04"
"HEALTH";"FR0013251584";"MLAHC";"Euronext Access Paris";"EUR";"1.80";"1.98";"1.80";"1.98";"22/01/2019 16:30";"CET";"1755";"3168.00"
"HEIJMANS";"NL0009269109";"HEIJM";"Euronext Amsterdam";"EUR";"8.99";"9.01";"8.75";"8.91";"22/01/2019 17:35";"CET";"84915";"752557.20"
"HEINEKEN";"NL0000009165";"HEIA";"Euronext Amsterdam";"EUR";"75.80";"76.66";"75.78";"76.00";"22/01/2019 17:35";"CET";"621875";"47354526.96"
"HEINEKEN HOLDING";"NL0000008977";"HEIO";"Euronext Amsterdam";"EUR";"73.90";"74.35";"73.50";"73.95";"22/01/2019 17:36";"CET";"101783";"7525799.75"
"HERIGE";"FR0000066540";"ALHRG";"Euronext Growth Paris";"EUR";"23.00";"23.60";"23.00";"23.60";"22/01/2019 17:35";"CET";"469";"10962.70"
"HERMES INTL";"FR0000052292";"RMS";"Euronext Paris";"EUR";"500.80";"503.60";"496.80";"498.80";"22/01/2019 17:35";"CET";"40573";"20265188.70"
"HEXCEL";"US4282911084";"HXL";"Euronext Paris";"EUR";"50.00";"50.00";"50.00";"50.00";"20/11/2018 15:32";"CET";"22";"1100.00"
"HF";"FR0000038531";"HF";"Euronext Paris";"EUR";"5.70";"5.78";"5.70";"5.78";"22/01/2019 16:50";"CET";"2279";"13059.62"
"HIGH CO";"FR0000054231";"HCO";"Euronext Paris";"EUR";"5.45";"5.50";"5.36";"5.38";"22/01/2019 17:28";"CET";"7352";"39814.72"
"HIOLLE INDUSTRIES";"FR0000077562";"ALHIO";"Euronext Growth Paris";"EUR";"4.28";"4.28";"4.28";"4.28";"22/01/2019 09:00";"CET";"1";"4.28"
"HIPAY GROUP";"FR0012821916";"HIPAY";"Euronext Paris";"EUR";"8.62";"8.90";"8.62";"8.90";"22/01/2019 17:35";"CET";"1657";"14393.56"
"HITECHPROS";"FR0010396309";"ALHIT";"Euronext Growth Paris";"EUR";"14.00";"14.00";"14.00";"14.00";"21/01/2019 16:30";"CET";"100";"1400.00"
"HK";"DE000A11Q133";"MLHK";"Euronext Access Paris";"EUR";"155.00";"155.00";"155.00";"155.00";"21/01/2019 11:30";"CET";"150";"23250.00"
"HOCHE BAINS L.BAIN";"FR0000051302";"MLHBB";"Euronext Access Paris";"EUR";"12.90";"12.90";"12.90";"12.90";"21/11/2018 11:30";"CET";"10";"129.00"
"HOLLAND COLOURS";"NL0000440311";"HOLCO";"Euronext Amsterdam";"EUR";"76.00";"76.00";"75.80";"75.80";"22/01/2019 15:53";"CET";"52";"3941.80"
"HOLOSFIND";"FR0010446765";"ALHOL";"Euronext Growth Paris";"EUR";"0.02";"0.03";"0.02";"0.02";"30/06/2017 17:35";"CET";"516500";"12040.00"
"HOME CONCEPT";"FR0012336691";"MLHCF";"Euronext Access Paris";"EUR";"10.50";"10.50";"10.50";"10.50";"06/12/2018 16:30";"CET";"10";"105.00"
"HOME INVEST BE.";"BE0003760742";"HOMI";"Euronext Brussels";"EUR";"93.20";"94.60";"93.20";"94.60";"22/01/2019 17:35";"CET";"826";"77350.20"
"HOPENING";"FR0010312181";"MLHPE";"Euronext Access Paris";"EUR";"2.20";"2.20";"2.20";"2.20";"12/10/2018 16:30";"CET";"100";"220.00"
"HOPSCOTCH GROUPE";"FR0000065278";"HOP";"Euronext Paris";"EUR";"6.82";"6.90";"6.82";"6.90";"22/01/2019 11:29";"CET";"478";"3260.12"
"HORIZONTALSOFTWARE";"FR0013219367";"ALHSW";"Euronext Growth Paris";"EUR";"0.95";"0.95";"0.95";"0.95";"22/01/2019 09:00";"CET";"1";"0.95"
"HOT.MAJESTIC CANNE";"FR0006226791";"MLHMC";"Euronext Access Paris";"EUR";"3840.00";"4220.00";"3840.00";"4220.00";"28/12/2018 16:30";"CET";"2";"8060.00"
"HOTELIM";"FR0000053738";"MLHOT";"Euronext Access Paris";"EUR";"33.00";"33.00";"33.00";"33.00";"21/12/2018 11:30";"CET";"1";"33.00"
"HOTELS DE PARIS";"FR0004165801";"HDP";"Euronext Paris";"EUR";"2.52";"2.52";"2.52";"2.52";"21/01/2019 11:30";"CET";"700";"1764.00"
"HOTL.IMMOB.NICE";"FR0006563904";"MLHIN";"Euronext Access Paris";"EUR";"151.00";"151.00";"151.00";"151.00";"18/01/2019 11:30";"CET";"1";"151.00"
"HSBC HOLDINGS";"GB0005405286";"HSB";"Euronext Paris";"EUR";"7.37";"7.37";"7.27";"7.30";"22/01/2019 17:29";"CET";"17378";"126819.49"
"HUBWOO";"FR0004052561";"HBW";"Euronext Paris";"EUR";"0.168";"0.168";"0.168";"0.168";"21/01/2019 12:58";"CET";"1000";"168.00"
"HUNTER DOUGLAS";"ANN4327C1220";"HDG";"Euronext Amsterdam";"EUR";"57.00";"57.00";"55.60";"56.00";"22/01/2019 17:29";"CET";"3299";"185739.60"
"HUNTER DOUGLAS";"ANN4327C1303";"HUNDP";"Euronext Amsterdam";"EUR";"0.47";"0.47";"0.47";"0.47";"16/01/2019 11:30";"CET";"524";"246.28"
"HYBRIGENICS";"FR0004153930";"ALHYG";"Euronext Growth Paris";"EUR";"0.15";"0.17";"0.15";"0.151";"22/01/2019 17:35";"CET";"2128494";"341014.72"
"HYDRATEC";"NL0009391242";"HYDRA";"Euronext Amsterdam";"EUR";"70.00";"70.00";"70.00";"70.00";"21/01/2019 11:30";"CET";"100";"7000.00"
"HYDRAULIQUE PB";"FR0000064735";"MLHYD";"Euronext Access Paris";"EUR";"466.00";"466.00";"466.00";"466.00";"19/03/2018 11:30";"CET";"1";"466.00"
"HYDRO-EXPLOIT.";"FR0005843125";"MLHYE";"Euronext Access Paris";"EUR";"59.00";"59.00";"59.00";"59.00";"14/01/2019 11:30";"CET";"150";"8850.00"
"I.CERAM";"FR0011511971";"ALICR";"Euronext Growth Paris";"EUR";"3.20";"3.22";"3.14";"3.14";"22/01/2019 17:09";"CET";"2550";"8027.16"
"I2S";"FR0005854700";"ALI2S";"Euronext Growth Paris";"EUR";"2.70";"2.70";"2.70";"2.70";"18/12/2018 11:30";"CET";"10";"27.00"
"IBA";"BE0003766806";"IBAB";"Euronext Brussels";"EUR";"11.36";"11.65";"11.31";"11.42";"22/01/2019 17:35";"CET";"41780";"477447.24"
"IBERSOL,SGPS";"PTIBS0AM0008";"IBS";"Euronext Lisbon";"EUR";"9.00";"9.00";"8.60";"8.68";"22/01/2019 22:35";"BST";"7102";"61458.76"
"IBM";"US4592001014";"IBMA";"Traded not listed Brussels";"USD";"152.00";"152.00";"152.00";"152.00";"11/10/2018 09:19";"CET";"400";"52527.00"
"ICADE";"FR0000035081";"ICAD";"Euronext Paris";"EUR";"71.15";"72.05";"70.45";"71.35";"22/01/2019 17:35";"CET";"54607";"3905960.20"
"ICT GROUP";"NL0000359537";"ICT";"Euronext Amsterdam";"EUR";"10.10";"10.15";"10.00";"10.00";"22/01/2019 17:35";"CET";"1189";"11903.90"
"ID LOGISTICS GROUP";"FR0010929125";"IDL";"Euronext Paris";"EUR";"136.60";"136.60";"134.80";"136.20";"22/01/2019 17:35";"CET";"427";"57830.60"
"IDI";"FR0000051393";"IDIP";"Euronext Paris";"EUR";"40.90";"41.50";"40.90";"41.50";"22/01/2019 17:35";"CET";"442";"18239.90"
"IDS";"FR0000079691";"MLIDS";"Euronext Access Paris";"EUR";"0.655";"0.655";"0.655";"0.655";"02/01/2019 16:30";"CET";"5";"3.28"
"IDSUD";"FR0000062184";"ALIDS";"Euronext Growth Paris";"EUR";"57.00";"57.00";"57.00";"57.00";"22/01/2019 16:37";"CET";"71";"4047.00"
"IEP INVEST";"BE0003748622";"IEP";"Euronext Brussels";"EUR";"6.25";"6.25";"6.25";"6.25";"22/01/2019 15:48";"CET";"60";"375.00"
"IEX GROUP NV";"NL0010556726";"IEX";"Euronext Amsterdam";"EUR";"3.90";"3.90";"3.90";"3.90";"16/01/2019 16:30";"CET";"140";"546.00"
"IFF";"US4595061015";"IFF";"Euronext Paris";"EUR";"106.50";"106.50";"106.50";"106.50";"29/10/2015 14:49";"CET";"15";"1597.50"
"IGE + XAO";"FR0000030827";"IGE";"Euronext Paris";"EUR";"135.00";"135.00";"134.50";"134.50";"21/01/2019 17:29";"CET";"35";"4712.50"
"ILIAD";"FR0004035913";"ILD";"Euronext Paris";"EUR";"104.80";"107.75";"104.20";"107.25";"22/01/2019 17:35";"CET";"134010";"14293990.25"
"IMALLIANCE";"FR0010086371";"MLIML";"Euronext Access Paris";"EUR";"0.19";"0.19";"0.19";"0.19";"15/01/2019 16:30";"CET";"240";"45.60"
"IMCD";"NL0010801007";"IMCD";"Euronext Amsterdam";"EUR";"61.05";"61.55";"60.65";"60.95";"22/01/2019 17:35";"CET";"29951";"1826976.30"
"IMERYS";"FR0000120859";"NK";"Euronext Paris";"EUR";"45.40";"45.52";"44.50";"44.74";"22/01/2019 17:35";"CET";"69094";"3098416.10"
"IMM.PARIS.PERLE";"FR0006859039";"MLIPP";"Euronext Access Paris";"EUR";"35.60";"35.60";"35.60";"35.60";"11/01/2018 16:30";"CET";"7";"249.20"
"IMMERSION";"FR0013060100";"ALIMR";"Euronext Growth Paris";"EUR";"3.10";"3.10";"3.10";"3.10";"22/01/2019 11:30";"CET";"345";"1069.50"
"IMMO MCC";"BE0974287196";"MCC";"Euronext Brussels";"EUR";"733.70";"733.70";"733.70";"733.70";"22/01/2019 11:30";"CET";"20";"14674.00"
"IMMO MOURY";"BE0003893139";"IMMOU";"Euronext Brussels";"EUR";"45.60";"45.60";"45.60";"45.60";"22/01/2019 11:30";"CET";"1";"45.60"
"IMMOB.DASSAULT";"FR0000033243";"IMDA";"Euronext Paris";"EUR";"56.80";"56.80";"54.80";"56.40";"22/01/2019 14:20";"CET";"165";"9306.20"
